open_nutrition_id,name_pl,alternate_names_pl
fd_ue9YceAFUZfK,Kanapka z łososiem wędzonym,"[""kanapka z łososiem"", ""bułka z łososiem"", ""kanapka łosoś wędzony""]"
fd_uebb428orPIr,Poke bowl z pikantnym tuńczykiem,"[""poke z tuńczykiem"", ""pikantne poke"", ""miska poke z tuńczykiem""]"
fd_ueflgRJJEzR2,"Podudzia z kurczaka ze skórą, gotowane","[""udka z kurczaka"", ""pałki z kurczaka"", ""podudzie kurczaka""]"
fd_ufgbMCiVenbU,Lüfer,"[""tasergal"", ""turecka ryba lufer""]"
fd_ufxYIAk9F6DX,Nasi kerabu,"[""niebieski ryż"", ""malezyjski ryż z ziołami"", ""ryż nasi kerabu""]"
fd_ugHnbi0pb6z2,Groszek prażony,"[""prażony zielony groszek"", ""groszek zielony prażony"", ""chrupiący groszek""]"
fd_ugg1yZJc5iPk,Ketchup bananowy,"[""sos bananowy"", ""filipiński ketchup z bananów""]"
fd_uhMGuoSb2jmW,Masło orzechowe,"[""pasta orzechowa"", ""masło z orzeszków ziemnych"", ""masło arachidowe""]"
fd_uhR56OmximJ3,Śliwowica,"[""slivovice"", ""wódka śliwkowa"", ""brandy śliwkowa""]"
fd_uhqrno3ZvpVi,Skrzydełka w sosie musztardowo-miodowym,"[""skrzydełka miodowo-musztardowe"", ""skrzydełka z kurczaka"", ""skrzydła w sosie miodowym""]"
fd_uiRQ9RgwAnoU,Muffin marchewkowy,"[""muffinka marchewkowa"", ""babeczka marchewkowa"", ""muffiny z marchewki""]"
fd_ujaEnw4xggfw,Syrop waniliowy bez cukru,"[""syrop wanilia bez cukru"", ""syrop do kawy waniliowy bez cukru"", ""syrop dietetyczny waniliowy""]"
fd_ujhU7CGtCfaV,Musaka,"[""moussaka"", ""zapiekanka z bakłażanem"", ""musaka grecka""]"
fd_uk8k7xIC6gmf,"Wołowina mielona (93% chudego mięsa), surowa","[""mięso mielone wołowe"", ""chuda wołowina mielona"", ""mielona wołowina""]"
fd_ukA2L8kLSAx3,Wegańskie gofry,"[""gofry roślinne"", ""gofry bez mleka"", ""gofry wegańskie""]"
fd_ukdahJo3IqD8,Estragon suszony,"[""suszony estragon"", ""estragon w proszku"", ""przyprawa estragon""]"
fd_ul8N7MqHTN7G,Fondue wieprzowe,"[""fondue mięsne"", ""fondue bourguignonne"", ""fondue z wieprzowiny""]"
fd_ulNbq4B0LMHZ,Rosół z kurczaka instant,"[""bulion drobiowy w proszku"", ""zupa błyskawiczna rosołowa"", ""rosołek instant""]"
fd_uld5Merw3nnD,Papanasi,"[""rumuńskie pączki twarogowe"", ""pączki serowe""]"
fd_uloBZseWrhMW,Tarator,"[""chłodnik ogórkowy"", ""zupa jogurtowa z ogórkiem"", ""chłodnik jogurtowy""]"
fd_unnIRkp3pZYG,Serek śmietankowy truskawkowy,"[""serek truskawkowy"", ""twarożek truskawkowy"", ""serek kanapkowy truskawkowy""]"
fd_uon9SW3qYiZL,Kanapka Reuben,"[""reuben"", ""kanapka z peklowaną wołowiną""]"
fd_up6XyOLqUAgr,Sałatka mimoza,"[""mimoza"", ""sałatka warstwowa z rybą"", ""sałatka z rybą i jajkiem""]"
fd_uq1s48UJp3FR,Bułka pszenna,"[""bułka biała"", ""bułka wrocławska"", ""bułka zwykła""]"
fd_uqXIwyThN6Tg,Ciastka owsiane słodzone,"[""krakersy owsiane słodkie"", ""herbatniki owsiane"", ""ciasteczka owsiane""]"
fd_uqbA3sP45vEj,Kawałek pizzy z serem,"[""pizza z serem"", ""kawałek pizzy"", ""pizza margherita kawałek""]"
fd_ur9zTo3RwnKV,Seler korzeniowy,"[""seler"", ""korzeń selera"", ""selery korzeniowe""]"
fd_urL2NfQTetzx,Pieczeń rzymska,"[""klops"", ""pasztet mięsny z jajkiem"", ""rolada mięsna""]"
fd_uropky17T32N,Precelki w polewie jogurtowej,"[""precle jogurtowe"", ""precelki w jogurcie"", ""precle w polewie""]"
fd_usGOXxUq6CYN,Napój gazowany imbirowo-cytrynowy z trawą cytrynową,"[""lemoniada imbirowa"", ""napój z trawy cytrynowej"", ""gazowany napój imbirowy""]"
fd_usx3gKg4WiEO,Kurczak po kreolsku,"[""kurczak kreolski"", ""kurczak cajun"", ""kurczak w sosie pomidorowym po luizjańsku""]"
fd_utGC3XEQbOMe,Tarta z limonką,"[""ciasto limonkowe"", ""placek limonkowy""]"
fd_utUGZu3Ch33d,Mąka z teffu,"[""mąka teff"", ""mąka z miłki abisyńskiej"", ""teff""]"
fd_utlfcJ8hV3ak,Bolani,"[""afgański placek nadziewany"", ""placek z nadzieniem"", ""podpłomyk afgański""]"
fd_uu1tXPQq71DI,Krumkake,"[""krumkaker"", ""norweskie ciasteczka waflowe"", ""rożki waflowe""]"
fd_uuXOAWE6PRw1,"Filety z łososia, surowe","[""łosoś surowy"", ""filet z łososia"", ""świeży łosoś""]"
fd_uuXlBUiF0MPO,Budae jjigae,"[""gulasz wojskowy"", ""koreański gulasz"", ""budaejjigae"", ""zupa budae""]"
fd_uucgp4O5KdHU,Nasiona kozieradki,"[""kozieradka"", ""kozieradka nasiona"", ""methi""]"
fd_uvRb7hIcnq2Z,Precelki w polewie jogurtowej,"[""precle jogurtowe"", ""precelki w jogurcie"", ""precle w białej polewie""]"
fd_uvls56ZRHL0Q,Zielony sok detoks,"[""sok detoks"", ""zielony sok"", ""sok oczyszczający"", ""zielony koktajl warzywny""]"
fd_uvqmdU2qVor0,Ciasto z ananasem odwrócone,"[""ciasto ananasowe"", ""odwrócone ciasto ananasowe"", ""placek z ananasem""]"
fd_uwSyK7zTZY8E,Wino Pinot Grigio w puszce,"[""pinot grigio"", ""wino białe w puszce"", ""wino w puszce""]"
fd_uwa0reMdEx7w,Bajgiel z łososiem i serkiem śmietankowym,"[""bajgiel z łososiem"", ""bajgiel z serkiem"", ""bajgiel z wędzonym łososiem""]"
fd_uxcBHLB6n3CA,Wegańska buddha bowl,"[""buddha bowl"", ""miska wegańska"", ""bowl wegański"", ""miska z kaszą i warzywami""]"
fd_uxcIwoOhH5ky,Przyprawa do grilla Memphis,"[""suche marynaty"", ""mieszanka przypraw bbq"", ""przyprawa barbecue"", ""rub do mięsa""]"
fd_uy24n1lZykuN,Żółtko jajka,"[""żółtko"", ""surowe żółtko"", ""żółtka jaj""]"
fd_uyRdI59ihu2Y,Sopa de plátano,"[""zupa z plantanów"", ""portorykańska zupa bananowa"", ""zupa z bananów""]"
fd_uyTQzpxTr8kQ,Morele suszone,"[""suszone morele"", ""morela suszona"", ""bakalie morele""]"
fd_uyTaxYHVmvoT,"Kulbak biały, surowy","[""kulbak"", ""biały kulbak"", ""ryba kulbak""]"
fd_uyah2HIW4Tj9,Sałatka makaronowa po grecku,"[""grecka sałatka z makaronem"", ""sałatka z makaronem i fetą"", ""makaron po grecku""]"
fd_uzQq6wNwVGE7,Lukier,"[""polewa cukrowa"", ""glazura cukrowa"", ""lukier cukrowy""]"
fd_uzqLR9yAVHH0,Sałatka ziemniaczana z dressingiem włoskim,"[""sałatka z ziemniaków"", ""sałatka ziemniaczana włoska"", ""sałatka kartoflana""]"
fd_v0l0C3hun7Wp,"Prażona kukurydza Corn Nuts, klasyczna","[""prażona kukurydza"", ""kukurydza prażona solona""]"
fd_v0rrfpCPabFw,"Dynia, gotowana","[""dynia pieczona"", ""dynia na parze"", ""miąższ dyni gotowany""]"
fd_v0twwpQSe0IY,Sardynki z puszki w solance,"[""sardynki w zalewie"", ""sardynki konserwowe"", ""konserwa sardynki""]"
fd_v1QMReM3dWFA,Babeczka red velvet,"[""czerwona babeczka""]"
fd_v2VbiPrk8jJd,Zapiekana kanapka z krabem,"[""kanapka z krabem i serem"", ""tost z krabem"", ""zapiekanka z krabem""]"
fd_v3KizMg7JhE6,Skrzydełka z kurczaka smażone,"[""skrzydełka kurczaka"", ""smażone skrzydełka"", ""skrzydełka w panierce""]"
fd_v3PfqP7oAPZf,Kamut,"[""pszenica khorasan"", ""ziarno kamut"", ""pszenica kamut""]"
fd_v4AzO5xZNtEc,"Okoń hodowlany, surowy","[""okoń z hodowli"", ""surowy okoń"", ""labraks hodowlany""]"
fd_v4jmOEeKJ7uY,Skwarki wieprzowe BBQ,"[""chrupki wieprzowe"", ""skórki wieprzowe"", ""skwarki o smaku barbecue""]"
fd_v5sCQmIu9trc,Gizzada,"[""jamajskie ciastko kokosowe"", ""tartaletka kokosowa"", ""babeczka z kokosem""]"
fd_v5vRmtb4pSQf,Pastrami,"[""pastrami wołowe"", ""wędzona wołowina pastrami"", ""wędlina pastrami""]"
fd_v5zJLjB5UXXU,Smoothie ananasowo-miętowe,"[""koktajl ananasowy"", ""smoothie z ananasem"", ""koktajl z miętą""]"
fd_v6W0rLOUpDy7,"Golonka jagnięca, bez kości","[""udziec jagnięcy bez kości"", ""jagnięcina bez kości"", ""golonka z jagnięciny""]"
fd_v712XEFZzOej,Bułka ziemniaczana,"[""bułka do burgera ziemniaczana"", ""bułki ziemniaczane"", ""bułka z mąką ziemniaczaną""]"
fd_v73zo4YIUmXR,Ramen z wołowiną i trawą cytrynową,"[""ramen wołowy"", ""zupa z makaronem i wołowiną"", ""ramen z trawą cytrynową""]"
fd_v7Zz85BJDu5L,Slushie z marakui z popping boba,"[""napój z marakui"", ""slush z marakui"", ""bubble tea z marakui"", ""mrożony napój z kulkami""]"
fd_v8BvAy7fD5Ge,"Żeberka, gotowane, słodzone","[""żeberka w słodkim sosie"", ""żeberka wieprzowe"", ""żeberka glazurowane""]"
fd_v9JR5PUyNqer,Brownie wegańskie,"[""ciasto brownie bez jajek"", ""brownie roślinne"", ""wegańskie ciasto czekoladowe""]"
fd_v9ddfQHkXaId,Jogurt słodzony owocami,"[""jogurt bez dodatku cukru"", ""jogurt owocowy"", ""jogurt naturalnie słodzony""]"
fd_vBQHLofVFPmQ,Sup buntut,"[""zupa z ogonów wołowych"", ""sop buntut"", ""indonezyjska zupa ogonowa""]"
fd_vBwl6US34vcn,Kardamon czarny,"[""czarny kardamon"", ""kardamon nepalski"", ""duży kardamon""]"
fd_vCJ5TehwN1tr,Batonik owocowy z mieszanką jagód,"[""baton owocowy"", ""batonik jagodowy"", ""baton z owocami leśnymi""]"
fd_vCKot2Hi0ZZV,Wino Malbec,"[""malbec"", ""czerwone wino malbec"", ""wino czerwone""]"
fd_vCi7AjJy0zNR,Cranachan,"[""szkocki deser z malinami"", ""deser owsiany z malinami"", ""szkocki deser śmietanowy""]"
fd_vCnNNGv8SVxh,Sacharyna w proszku,"[""sacharyna"", ""słodzik sacharyna"", ""sacharyna sypka""]"
fd_vDOpApvorXHj,Fuet,"[""kiełbasa fuet"", ""kataloński salami"", ""hiszpańska kiełbasa sucha""]"
fd_vEEjf4LlYyIS,Sałatka z boczkiem,"[""sałatka z bekonem"", ""sałatka bekonowa"", ""sałata z boczkiem""]"
fd_vEOJDOMMqdbT,Jallab,"[""napój daktylowy"", ""napój z daktyli i wody różanej""]"
fd_vEbrWDcBTwds,Kawałek pizzy warzywnej,"[""pizza warzywna"", ""pizza wegetariańska"", ""kawałek pizzy wegetariańskiej""]"
fd_vEcNVVUYhRDp,Napój sojowy wzbogacany,"[""mleko sojowe wzbogacone"", ""napój sojowy z wapniem"", ""mleko sojowe""]"
fd_vEdZT7r3uSJ1,Japchae z owocami morza,"[""japchae"", ""koreański makaron z owocami morza"", ""makaron sojowy z owocami morza""]"
fd_vF1A1khPbP6w,Amaretto sour,"[""koktajl amaretto sour"", ""drink z amaretto"", ""amaretto z sokiem z cytryny""]"
fd_vF6O2crYnkFY,"Kukurydza, ziarna","[""kukurydza konserwowa"", ""ziarna kukurydzy"", ""kukurydza słodka""]"
fd_vFOlxRj1VTDF,Ciepła kanapka z rostbefem,"[""kanapka z rostbefem"", ""kanapka z pieczoną wołowiną"", ""bułka z rostbefem""]"
fd_vGKrqVqWU9KO,Kanapka z kaftą,"[""kanapka kofta"", ""pita z kaftą"", ""kofta w picie""]"
fd_vGO8WlZgCl2C,Amala z ewedu i gbegiri,"[""amala"", ""nigeryjskie amala"", ""amala z zupami""]"
fd_vGXeBaXja0wp,Naleśniki bananowe,"[""placki bananowe"", ""pancakes bananowe"", ""placuszki z bananem""]"
fd_vHGBbTY7nmzH,Zupa dnia,"[""zupa z menu"", ""danie dnia zupa""]"
fd_vHajdisd6O6t,Sok z marchwi,"[""sok marchwiowy"", ""świeży sok z marchewki"", ""marchewkowy sok""]"
fd_vHnBv5CmAWp3,Serek śmietankowy o obniżonej zawartości tłuszczu,"[""serek kremowy light"", ""serek śmietankowy light"", ""serek do smarowania light""]"
fd_vHui5HA6nr2n,Szalotki,"[""szalotka"", ""cebula szalotka"", ""cebulka szalotka""]"
fd_vHzlsVGkKdrY,Palócleves,"[""zupa palóc"", ""węgierska zupa jagnięca"", ""zupa palocka""]"
fd_vIGvaeYDnoVx,Powidła śliwkowe,"[""powidła"", ""dżem śliwkowy"", ""konfitura ze śliwek""]"
fd_vIJmDuXaLSnf,Kebab z kurczaka,"[""shish tawook"", ""szaszłyk z kurczaka"", ""kurczak z rożna""]"
fd_vIh9Ofhclayl,"Fasola czerwona, sucha","[""fasola czerwona"", ""fasola kidney"", ""czerwona fasolka"", ""nasiona fasoli""]"
fd_vJJAlAwoNXOD,Mashua,"[""nasturcja bulwiasta"", ""isaño"", ""bulwy mashua""]"
fd_vKFOfyoarWTX,Kanapka sabich,"[""sabich"", ""pita z bakłażanem i jajkiem"", ""izraelska kanapka z bakłażanem""]"
fd_vKH6jb80jqxK,Brudet,"[""chorwacki gulasz rybny"", ""dalmatyński gulasz rybny"", ""brodet""]"
fd_vL4qpmtQAW8Y,Bułki bezglutenowe,"[""bezglutenowe bułeczki"", ""bułki bez glutenu"", ""pieczywo bezglutenowe""]"
fd_vLpIrhgFTkjq,"Magret z kaczki, surowy","[""pierś z kaczki"", ""magret"", ""filet z kaczki surowy""]"
fd_vMfTfWwEVWe5,Tacu tacu con lomo saltado,"[""tacu tacu"", ""peruwiański placek z ryżu i fasoli z wołowiną"", ""lomo saltado z tacu tacu""]"
fd_vMtj0XTPwPlH,Bagietka ziołowa,"[""bagietka z ziołami"", ""bagietka czosnkowo-ziołowa"", ""pieczywo ziołowe""]"
fd_vN16nVLPUutx,Fasola borracho,"[""frijoles borrachos"", ""fasola pinto z piwem"", ""pijana fasola""]"
fd_vNcJJp8pl77t,Po' boy z indykiem,"[""po boy"", ""kanapka po boy"", ""kanapka z indykiem""]"
fd_vON0yZbSva4x,Kiełbasa włoska wieprzowa z koprem włoskim,"[""kiełbasa włoska"", ""kiełbaska z fenkułem"", ""kiełbasa wieprzowa z koprem włoskim""]"
fd_vOSbJa4g3eAW,Herbata czarna,"[""czarna herbata"", ""napar z czarnej herbaty"", ""herbata""]"
fd_vOcbw2A6NtRb,Łosoś hibachi,"[""łosoś teppanyaki"", ""łosoś z grilla po japońsku"", ""teppanyaki z łososiem""]"
fd_vOt42E6Ls4yn,Baton granola bezglutenowy,"[""batonik musli bezglutenowy"", ""baton zbożowy bez glutenu"", ""baton granola""]"
fd_vPdg9lXGzkFK,Sałatka owocowa z budyniem,"[""sałatka owocowa"", ""owoce z budyniem"", ""kremowa sałatka owocowa""]"
fd_vQAAJfBglsPG,Mascarpone,"[""serek mascarpone"", ""ser mascarpone"", ""krem mascarpone""]"
fd_vQBsp73W9X33,Smażony ryż z ananasem i kurczakiem,"[""ryż z ananasem"", ""tajski ryż z ananasem"", ""khao pad sapparod""]"
fd_vQNBIZxQ7tU7,Bułki pszenne z mąki wzbogaconej,"[""bułki do obiadu"", ""bułeczki pszenne"", ""bułki białe""]"
fd_vQvGjPbLJub2,Skórka z limonki,"[""otarta skórka limonki"", ""zest z limonki"", ""skórka limonkowa""]"
fd_vREDkz3QnVFj,Ziemniaki pieczone w ćwiartkach,"[""cząstki ziemniaczane"", ""ziemniaki z piekarnika"", ""pieczone ćwiartki ziemniaków""]"
fd_vRQltwtqGHdl,Pomidory suszone,"[""suszone pomidory"", ""pomidory suszone na słońcu"", ""pomidor suszony""]"
fd_vRakY2vLAhhy,Ciastka z miętową czekoladą,"[""ciastka miętowe"", ""herbatniki miętowo-czekoladowe"", ""ciastka peppermint bark""]"
fd_vRbU7TKaWaFF,Papryka Carolina Reaper,"[""carolina reaper"", ""najostrzejsza papryczka"", ""papryczka reaper""]"
fd_vSewRagYKMa7,Sardynki z puszki w sosie musztardowym,"[""sardynki w musztardzie"", ""konserwa sardynki musztardowe"", ""sardynki w sosie""]"
fd_vSsxBLmQXQ4f,Woda detoks,"[""woda smakowa"", ""woda z owocami"", ""woda infuzowana""]"
fd_vTBGBPTOfgW6,Woda butelkowana,"[""woda mineralna"", ""woda źródlana"", ""woda niegazowana""]"
fd_vTWxYUXF2a11,Parfait z jogurtu pełnotłustego z granolą,"[""jogurt z granolą"", ""deser jogurtowy z granolą"", ""parfait jogurtowy""]"
fd_vUQc7YrtMKPQ,"Tuńczyk żółtopłetwy w wodzie z puszki, odsączony","[""tuńczyk w wodzie"", ""tuńczyk z puszki odsączony"", ""tuńczyk w sosie własnym""]"
fd_vUvkVEj2GC38,Majonez truflowy,"[""majonez z truflą"", ""majonez o smaku trufli"", ""truflowy majonez""]"
fd_vUxEF72kZM5k,Napój sojowy niesłodzony z wapniem,"[""mleko sojowe"", ""napój sojowy"", ""mleko roślinne sojowe""]"
fd_vVFPeuRxGjXb,Bób z puszki,"[""bób konserwowy"", ""bób w puszce"", ""fasola bób z puszki""]"
fd_vVjS50jZmZyT,Maliny suszone,"[""suszone maliny"", ""liofilizowane maliny"", ""malina suszona""]"
fd_vW0kWpc6NaKD,Pikantny sos octowy,"[""ostry sos octowy"", ""teksański sos octowy"", ""sos do grilla na occie""]"
fd_vW8q3MqMBs9W,Gofr pełnoziarnisty słodzony,"[""gofry pełnoziarniste"", ""gofr razowy"", ""gofry słodzone""]"
fd_vWXhRW6mpelF,Grillet laks (łosoś z grilla),"[""łosoś z grilla"", ""grillowany łosoś"", ""łosoś po norwesku""]"
fd_vWhVAjfEIZCL,Cavatappi,"[""makaron świderki"", ""makaron spiralki"", ""cellentani""]"
fd_vXbNuuRa21Jm,Bułka z boerewors,"[""boerewors"", ""kiełbaska w bułce po południowoafrykańsku"", ""hot dog z boerewors""]"
fd_vXnLJafUJqxk,"Burger z bizona, grillowany","[""kotlet z bizona"", ""mięso z bizona"", ""burger bizoni""]"
fd_vY66EtLU4grN,Ravioli z pieczarkami,"[""ravioli grzybowe"", ""ravioli z grzybami"", ""makaron nadziewany grzybami""]"
fd_vYZTXu3EDa5M,Pho chay wegetariańskie,"[""pho wegetariańskie"", ""wietnamska zupa warzywna"", ""pho bez mięsa""]"
fd_vZ7ptYkhRVdX,Wrap z grillowaną kiełbaską,"[""kanapka z kiełbaską"", ""pita z kiełbaską"", ""sujuk w picie"", ""makanek""]"
fd_vZLLwyfrT69a,"Krab jonah, gotowany","[""mięso kraba gotowane"", ""krab gotowany"", ""kraby""]"
fd_vZlcldoomMv7,Caldo verde,"[""portugalska zupa z jarmużem"", ""zupa portugalska"", ""zupa ziemniaczano-jarmużowa""]"
fd_vZoTdFEbZPPO,"Serce wołowe, surowe","[""serce wołu"", ""podroby wołowe serce"", ""serce z wołowiny""]"
fd_va46ux4wUkJ2,Mieszanka na biszkopt jasny,"[""mieszanka na ciasto biszkoptowe"", ""proszek na ciasto"", ""gotowa mieszanka do ciasta""]"
fd_vaBSHAu0BSrG,Taro,"[""kolokazja"", ""korzeń taro"", ""bulwa taro""]"
fd_vaGxxEIFIzqz,Śledź solony,"[""śledzie solone"", ""matias"", ""śledź w soli""]"
fd_vaTMngjh2SLP,Popcorn do mikrofali maślany,"[""popcorn maślany"", ""popcorn mikrofalowy"", ""prażona kukurydza z masłem""]"
fd_vb7sCPyKT136,"Kalarepa, mrożona","[""kalarepka mrożona"", ""mrożona kalarepa""]"
fd_vc5ddlEJ2Lnj,Zagrebački odrezak,"[""kotlet zagrzebski"", ""sznycel zagrzebski"", ""kotlet z szynką i serem""]"
fd_vcBbSvl3cIRz,Mamoncillo,"[""limonka hiszpańska"", ""genip"", ""guinep""]"
fd_vct1gpOv6pK3,Fettuccine carbonara,"[""carbonara"", ""makaron carbonara"", ""fettuccine z sosem carbonara""]"
fd_vdWKTiwtkE23,Sok jabłkowo-imbirowy,"[""sok z jabłek i imbiru"", ""sok jabłkowy z imbirem""]"
fd_vdxDw544pJ61,Curry warzywne,"[""warzywa w curry"", ""curry z warzywami"", ""wegetariańskie curry""]"
fd_ve2ZvG4P32Yd,Chleb pszenny jasny z dodatkiem błonnika,"[""chleb biały z błonnikiem"", ""pieczywo pszenne z błonnikiem"", ""chleb wysokobłonnikowy""]"
fd_ve8jSI2mwopa,Rogan josh z jagnięciną,"[""rogan josh"", ""curry z jagnięciną"", ""indyjskie curry jagnięce""]"
fd_veMqPITwuCn4,Salsa roja,"[""czerwona salsa"", ""salsa pomidorowa meksykańska"", ""salsa""]"
fd_vf1l7YTMeG5H,"Pieczeń wołowa z łopatki, gotowana, w plastrach","[""wołowina pieczona w plastrach"", ""łopatka wołowa pieczona"", ""plastry pieczeni wołowej""]"
fd_vfJHLlJD5UYD,Herbata z chryzantemy,"[""napar z chryzantemy"", ""herbata kwiatowa"", ""chryzantema herbata""]"
fd_vfaKrQKplJKR,Latkes,"[""placki ziemniaczane żydowskie"", ""latke"", ""placki z ziemniaków""]"
fd_vfeJv8r81rnQ,Ryż brązowy błyskawiczny,"[""ryż brązowy podgotowany"", ""ryż brązowy instant"", ""ryż brązowy ekspresowy""]"
fd_vfhcQ0HzvYwS,Gizdodo,"[""żołądki z bananami"", ""nigeryjskie żołądki drobiowe z plantanami""]"
fd_vgHNFjBkMvyd,Smoothie taro z galaretką liczi,"[""bubble tea taro"", ""napój taro z galaretką"", ""taro z kulkami liczi""]"
fd_vgPcwmyi1Xym,Otak-otak,"[""otah"", ""indonezyjskie ciastka rybne"", ""pasta rybna w liściu bananowym""]"
fd_vgZm3a6InoH6,Orehnjača,"[""strucla z orzechami"", ""chorwacka strucla orzechowa"", ""rolada orzechowa""]"
fd_vgaZk67xYVQH,"Kanapka z bekonem, jajkiem i serem","[""kanapka śniadaniowa"", ""bułka z jajkiem i bekonem"", ""kanapka z jajkiem, bekonem i serem""]"
fd_vgkOSHYVzTlG,Lody Rocky Road,"[""lody czekoladowe z piankami i orzechami"", ""lody z piankami""]"
fd_vgs532A9hgy2,"Makrela z puszki w wodzie, odsączona","[""makrela konserwowa"", ""makrela w sosie własnym"", ""konserwa z makreli""]"
fd_vh6o63zABX4X,Cullen skink,"[""szkocka zupa rybna"", ""zupa z wędzonego łupacza"", ""zupa rybna śmietanowa""]"
fd_vhPsWZzXx5Dg,Refresco de chan,"[""napój z nasion chia"", ""salwadorski napój z chia""]"
fd_vhzcKVUkFrBM,Zupa z małży po nowojorsku,"[""chowder z małżami pomidorowy"", ""zupa małżowa z pomidorami"", ""manhattan clam chowder""]"
fd_viNtYMa3wCb3,Aktinidia ostrolistna,"[""mini kiwi"", ""kiwi berry"", ""kiwiberry"", ""mikrokiwi""]"
fd_vibrDqHqnxoi,Bakłażan Graffiti,"[""bakłażan"", ""oberżyna graffiti"", ""bakłażan pasiasty""]"
fd_viqApAAPuXHl,Chorreadas,"[""placki kukurydziane"", ""kostarykańskie placki z kukurydzy"", ""naleśniki kukurydziane""]"
fd_vjdfm1VWyT5C,Sloppy joe,"[""kanapka z mięsem mielonym"", ""bułka z mielonym w sosie pomidorowym""]"
fd_vjvCOz4vlLIy,Bulion ziołowy,"[""wywar ziołowy"", ""chiński bulion ziołowy"", ""baza ziołowa do hot potu""]"
fd_vk8z41XgmJiB,Kazandibi,"[""turecki budyń mleczny"", ""budyń z przypieczonym spodem""]"
fd_vl2PR02MLZWi,Dorayaki,"[""japońskie naleśniki z pastą z fasoli"", ""placuszki z anko"", ""japońskie ciastko dorayaki""]"
fd_vl9yF37h203j,Paluszki precelkowe miodowo-musztardowe,"[""precelki miodowo-musztardowe"", ""paluszki solone miodowo-musztardowe"", ""precle paluszki""]"
fd_vlyY5U7qkJVo,"Filet z tilapii bez skóry, surowy","[""tilapia surowa"", ""filet z tilapii"", ""ryba tilapia""]"
fd_vlycUMpkFZQ0,Frytki z manioku,"[""frytki z kassawy"", ""smażony maniok"", ""yuca frita""]"
fd_vn4tyyfPJgK0,Pierogi z twarogiem na słodko,"[""wareniki z serem"", ""pierogi z serem"", ""pierogi ruskie na słodko"", ""wareniki""]"
fd_vnEhcwzOzpaM,Burger z chili,"[""chili burger"", ""coney burger"", ""hamburger z sosem chili""]"
fd_vnS7eUtLsxtu,Szpinak dla niemowląt,"[""obiadek szpinakowy"", ""przecier szpinakowy dla dzieci"", ""szpinak w słoiczku""]"
fd_vnxqtEW0NEd6,Wieprzowina dwukrotnie smażona,"[""hui guo rou"", ""boczek po syczuańsku"", ""wieprzowina po syczuańsku""]"
fd_voPD8398E7Hk,Choripán,"[""kanapka z chorizo"", ""bułka z kiełbasą chorizo""]"
fd_vp8h5JIGYb6C,Boeuf bourguignon,"[""wołowina po burgundzku"", ""gulasz wołowy w czerwonym winie""]"
fd_vpC3xD2w8yEd,Gelato mango,"[""lody mango"", ""gelato z mango"", ""włoskie lody z mango""]"
fd_vpPFz2r8Y1wu,Pudding mango,"[""budyń z mango"", ""deser z mango"", ""pudding z mango""]"
fd_vpdmsfrryGq7,"Mintaj cały, surowy","[""mintaj surowy"", ""cała ryba mintaj"", ""mintaj""]"
fd_vpgxTTd55ZPQ,Zupa ziemniaczana z dodatkami,"[""kremowa zupa ziemniaczana"", ""zupa z ziemniaków z boczkiem"", ""ziemniaczanka""]"
fd_vq17ZnW2BoTD,Kompot z mieszanych owoców,"[""kompot owocowy"", ""owoce w kompocie"", ""mieszanka kompotowa""]"
fd_vq3sWHFxtXEn,"Mięso aligatora, gotowane","[""aligator gotowany"", ""aligator"", ""mięso krokodyla""]"
fd_vqBubnOhyE7h,Chrupiące tofu,"[""smażone tofu"", ""tofu w panierce"", ""tofu smażone po tajsku""]"
fd_vqPacJgM07k6,Ćwikła z chrzanem,"[""ćwikła"", ""chrzan z burakami"", ""buraczki z chrzanem""]"
fd_vqV4w7nD8g6e,"Ogon żabnicy, surowy","[""żabnica"", ""ogon z żabnicy"", ""filet z żabnicy"", ""monkfish""]"
fd_vqdkg6iiHDSH,Bruschetta wegańska,"[""bruschetta"", ""bruschetta z pomidorami"", ""grzanki z pomidorami""]"
fd_vr2onXD7xnSt,Nasi uduk,"[""ryż na mleku kokosowym"", ""indonezyjski ryż kokosowy"", ""ryż kokosowy""]"
fd_vr3aaKY8u3Nk,Antrykot,"[""rostbef ribeye"", ""stek ribeye"", ""antrykot wołowy"", ""bife ancho""]"
fd_vr6fMuEQZgN8,Placki ziemniaczane hash browns,"[""hash browns"", ""smażone starte ziemniaki"", ""placki z tartych ziemniaków""]"
fd_vrtZRCCAsfpj,Kabaczek,"[""dynia kabaczek"", ""żółta cukinia"", ""patison żółty""]"
fd_vrv03wGjENSH,Kasza gryczana prażona,"[""kasza gryczana"", ""gryka prażona"", ""kasza gryczana palona""]"
fd_vsZPh3GkK4PM,Szkocki pasztecik z baraniną,"[""szkocki pasztecik mięsny"", ""pasztecik z mięsem""]"
fd_vsyUt2LnHOYs,Polędwiczka z tilapii,"[""filet z tilapii"", ""tilapia"", ""ryba tilapia""]"
fd_vtDiO1rLHxrp,Fettuccine pełnoziarniste,"[""makaron wstążki pełnoziarnisty"", ""fettuccine razowe"", ""makaron razowy wstążki""]"
fd_vtNdreyyYHHt,Ser fontina,"[""fontina"", ""ser włoski fontina""]"
fd_vuj1652V3gVc,Syrop z agawy jasny,"[""jasny nektar z agawy"", ""agawa jasna"", ""syrop agawowy jasny""]"
